SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,CORE,EAST,WEST,CARIBBEAN,PACIFIC,WOODLAND,MANUAL_START,MANUAL_END,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
7872,French plantain,Musa,paradisiaca,,,MUPA3,54,54,,52,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7873,bungeltuu,Musa,coccinea,,,MUCO8,54,54,,52,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7874,tama,Musa,nana,,,MUNA,54,54,,52,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7875,tuu banana,Musa,sapientum,,,MUSA,54,54,,52,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6318,uhiuhi,Caesalpinia,kavaiensis,,,CAKA5,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.9632,,0.9632,,,,,,0.9632,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6342,tamanu,Calophyllum,neo-ebudicum,,,CANE31,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6343,chesemolech,Calophyllum,pelewense,,,CAPE15,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.56826,,0.56826,,,,,,0.56826,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6344,"olebtaches, chesemolech",Calophyllum,soulattri,,,CASO12,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6345,calophyllum,Calophyllum,spp.,,,CALOP,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.56826,,0.56826,,,,,,0.56826,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6347,calotropis,Calotropis,spp.,,,CALOT,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7700,luluhut,Maytenus,thompsonii,,,MATH4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,,29/05/2014,440,,13/08/2014,440
7704,Medusanthera carolinensis,Medusanthera,carolinensis,,,MECA21,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7705,matamo,Medusanthera,samoensis,,,MESA11,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7706,Medusanthera,Medusanthera,spp.,,,MEDUS2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7709,melaleuca,Melaleuca,spp.,,,MELAL,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.6672,,0.6672,,,,,,0.6672,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7710,alom,Melanolepis,multiglandulosa,,,MEMU10,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7712,Melastoma candidum,Melastoma,candidum,,,MECA9,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7713,Melastoma sanguineum,Melastoma,sanguineum,,,MESA3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7716,melia,Melia,spp.,,,MELIA,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7719,mokihana,Melicope,anisata,,,MEAN3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7720,Ballous melicope,Melicope,balloui,,,MEBA2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7721,uahiapele,Melicope,barbigera,,,MEBA3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7722,Waianae Range melicope,Melicope,christophersenii,,,MECH2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7723,manena,Melicope,cinerea,,,MECI6,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7724,kukaemoa,Melicope,clusiifolia,,,MECL,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7725,piloula,Melicope,cruciata,,,MECR5,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7726,leiohiiaka,Melicope,elliptica,,,MEEL2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7727,Haleakala melicope,Melicope,haleakalae,,,MEHA7,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7728,Haupa Mountain melicope,Melicope,haupuensis,,,MEHA3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7729,mokihana kukae moa,Melicope,hawaiensis,,,MEHA4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7730,Monoa melicope,Melicope,hiiakae,,,MEHI6,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7731,Honolulu melicope,Melicope,hosakae,,,MEHO2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7732,Kaala melicope,Melicope,kaalaensis,,,MEKA2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7733,Olokele Valley melicope,Melicope,knudsenii,,,MEKN,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7734,Kaholuamanu melicope,Melicope,macropus,,,MEMA6,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7735,Makaha Valley melicope,Melicope,makahae,,,MEMA7,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7736,Molokai melicope,Melicope,molokaiensis,,,MEMO6,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7737,alani,Melicope,mucronulata,,,MEMU4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7738,Oahu melicope,Melicope,oahuensis,,,MEOA,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7739,Makawao melicope,Melicope,obovata,,,MEOB4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7740,Honokahua melicope,Melicope,orbicularis,,,MEOR4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7741,Hana melicope,Melicope,ovalis,,,MEOV,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7742,eggshape melicope,Melicope,ovata,,,MEOV2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7743,pale melicope,Melicope,pallida,,,MEPA6,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7744,Lihue melicope,Melicope,paniculata,,,MEPA7,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7745,boxfruit alani,Melicope,peduncularis,,,MEPE9,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7746,Kohala Summit melicope,Melicope,pseudoanisata,,,MEPS,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7747,hairy melicope,Melicope,puberula,,,MEPU4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7748,fourangle melicope,Melicope,quadrangularis,,,MEQU3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7749,kapu melicope,Melicope,radiata,,,MERA2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7750,soopini,Melicope,latifolia,,,MERE8,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7751,roundleaf melicope,Melicope,rotundifolia,,,MERO3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7752,St. Johns melicope,Melicope,saint-johnii,,,MESA4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7753,Mt. Kaala melicope,Melicope,sandwicensis,,,MESA5,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7754,melicope,Melicope,spp.,,,MELIC3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7755,volcanic melicope,Melicope,volcanica,,,MEVO,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7756,alani wai,Melicope,waialealae,,,MEWA2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7757,Monoa melicope,Melicope,wawraeana,,,MEWA4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7758,kipuka piaula,Melicope,zahlbruckneri,,,MEZA,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.45461,,0.45461,,,,,,0.45461,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7759,samoensis,Melicytus,samoensis,,,MESA9,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.585,,0.585,,,,,,0.585,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7766,mao,Melochia,aristata,,,MEAR16,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.32,,0.32,,,,,,0.32,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7767,melochia,Melochia,spp.,,,MELOC,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.32,,0.32,,,,,,0.32,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7769,hierba del soldado,Melochia,umbellata,,,MEUM3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.32,,0.32,,,,,,0.32,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7770,sayafe,Melochia,villosissima var compacta,,,MEVIC4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.32,,0.32,,,,,,0.32,,,,,,,,,,,,,,,,,,,17/07/2014,440,,13/08/2014,440
6366,"kelela charm, kiu",Campnosperma,brevipetiolatum,,,CABR18,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6372,mafoa,Canarium,mafoa,,,CAHA39,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.49,,0.49,,,,,,0.49,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6373,mesecheues,Canarium,hirsutum,,,CAHI14,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.49,,0.49,,,,,,0.49,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6374,lukerr,Canarium,indicum,,,CAIN42,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.55965,,0.55965,,,,,,0.55965,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6375,Pili Nut,Canarium,ovatum,,,CAOV7,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.49,,0.49,,,,,,0.49,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6377,Canarium,Canarium,spp.,,,CANAR2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.49,,0.49,,,,,,0.49,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6378,maali,Canarium,vitiense,,,CAVI26,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6381,Olasina,Psydrax,merrillii,,,CAME35,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.72238,,0.72238,,,,,,0.72238,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6396,papaya,Carica,spp.,,,CARIC,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6397,scorpionbush,Carmona,retusa,,,CARE22,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6398,scorpionbush,Carmona,spp.,,,CARMO,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6399,fish tail palm,Caryota,mitis,,,CAMI36,53,53,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6400,Caryota,Caryota,spp.,,,CARYO,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6401,fishtail palm,Caryota,urens,,,CAUR3,53,53,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6405,keuert,Casearia,cauliflora,,,CACA28,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.61992,,0.61992,,,,,,0.61992,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6408,Casearia,Casearia,spp.,,,CASEA,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.61992,,0.61992,,,,,,0.61992,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6420,kassod tree,Cassia,siamea,,,CASI4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6422,Cassia,Cassia,spp.,,,CASSI,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.71,,0.71,,,,,,0.71,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6437,"gagu,australian pine",Casuarina,litorea,,,CALI8,51,51,,52,1,20,,,,X,,,,S,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.82656,,0.82656,,,,,,0.82656,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6438,catberry,Ilex,mucronata,,,ILMU,55,55,,,3,37,,X,X,,,X,,H,,,,,,N,X,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/5/14,440,,13/08/2014,440
6441,trumpet tree,Cecropia,obtusifolia,,,CEOB,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.2322,,0.2322,,,,,,0.2322,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
6444,pumpwood,Cecropia,spp.,,,CECRO,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.3264,,0.3264,,,,,,0.3264,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7774,faniok,Merrilliodendron,megacarpum,,,MEME12,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.56396,,0.56396,,,,,,0.56396,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7776,fagufagu,Meryta,macrophylla,,,MEMA16,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7777,omechidel,Meryta,senfftiana,,,MESE11,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7778,Meryta,Meryta,spp.,,,MERYT,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7779,dawn redwood,Metasequoia,glyptostroboides,,,MEGL8,56,56,,,2,20,,X,X,X,,X,,S,,,,,,N,X,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/5/14,440,,13/08/2014,440
7781,collina,Metrosideros,collina,,,MEPOP2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.76,,0.76,,,,,,0.76,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7782,ohia,Metrosideros,macropus,,,MEMA4,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.69,,0.69,,,,,,0.69,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7783,ohia lehua,Metrosideros,polymorpha,,,MEPO5,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.69,,0.69,,,,,,0.69,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
7792,lehua papa,Metrosideros,rugosa,,,MERU2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.72,,0.72,,,,,,0.72,,,,,,,,,,,,,,,,,,,29/10/2012,440,,13/08/2014,440
